ID_Cola,Nombre_Cola,División,ID_Script,Nombre_Script
3ea11497-ec76-43c1-bbeb-98c7b08a076e,111_OP_1,TRADICIONAL,N/A,N/A
e6a750a3-3b4a-4cf3-b65d-42ab9e220625,111_OP_3,TRADICIONAL,N/A,N/A
cac7796f-83b5-4345-bb69-322f96f9dc71,112_DISTRIBUIDORES,TRADICIONAL,N/A,N/A
aab66890-6a8f-412a-8624-8ec133a4a3ec,201_DESARROLLO_FOCO,TRADICIONAL,N/A,N/A
dc9e71c6-10af-4c2b-b6b1-68f9b808b0b5,201_NORTE_FOCO,TRADICIONAL,N/A,N/A
c6fc2fff-24ab-40ab-b179-6beca8d86ba3,201_OP_FOCO,TRADICIONAL,N/A,N/A
ff367f25-0b7e-4bc6-b277-11430389d538,201_TRADICIONAL_FOCO,TRADICIONAL,N/A,N/A
898785b3-476c-46db-b9cb-6a4648e86b5b,304_PUEBLA_PLANTA_1,HOGAR,N/A,N/A
e7bf3d2a-c7ae-4349-92ea-358105cc544a,304_PUEBLA_PLANTA_2,HOGAR,N/A,N/A
23e92a20-d606-4cb3-a0ce-416d3dfe96e2,304_PUEBLA_PLANTA_ACT,HOGAR,N/A,N/A
bf985bca-8763-47db-9f61-6fb4acf91808,304_PUEBLA_PONIENTE_1,HOGAR,N/A,N/A
d8d0ce3f-e2ff-412f-8f72-27fee01bb1cb,304_PUEBLA_SUR_1,HOGAR,N/A,N/A
d61aa0f1-ebf3-4a77-b1b3-7c9b3b5fe6eb,304_PUEBLA_SUR_2,HOGAR,N/A,N/A
33dd7374-726f-4e3a-b777-f8f3ed60e799,315_SAN_LUIS_1,HOGAR,N/A,N/A
593b9b99-4a3c-41e7-86d8-382111b0e109,315_SAN_LUIS_2,HOGAR,N/A,N/A
53101fbf-b393-4ea5-abd3-b5218fc8c0c4,322_CUERNAVACA_1,HOGAR,N/A,N/A
8446124a-ed35-4ae1-ab79-0a58ba3efd00,325_SALTILLO_1,HOGAR,N/A,N/A
eedf8168-ae7d-4a32-b755-a4b0c69d1347,325_SALTILLO_2,HOGAR,N/A,N/A
18831c9b-323b-44ad-a2bd-eff4a344f673,326_XALAPA_1,HOGAR,N/A,N/A
023fa5db-d1b0-46ba-9694-4b9394b39549,327_TEHUACAN_1,HOGAR,N/A,N/A
bd47fda4-9f96-4531-9cff-60e801248411,328_GOMEZ_PALACIOS_1,HOGAR,N/A,N/A
a7eef13a-c27f-4fc7-8ba3-b6a43c35a74f,330_CUAUTLA_1,HOGAR,N/A,N/A
f81aa092-2f50-482b-bddb-04a62033e13a,331_TAMPICO_1,HOGAR,N/A,N/A
ff5eed11-50e8-4010-b1fd-3819c16d2fdc,332_CORDOBA_1,HOGAR,N/A,N/A
bf714651-ed2c-44b2-b874-8c2cb4ec5f1a,337_ORIZABA_1,HOGAR,N/A,N/A
0947525d-891c-42d7-9347-a16a0d2dcc9d,341_CEDIGA_1,HOGAR,N/A,N/A
23a8e292-6c55-4343-b34a-35a6738ab034,342_CEDIGA_2,HOGAR,N/A,N/A
cb348b84-9c02-424c-8105-60d11c148690,342_CEDINO_1,HOGAR,N/A,N/A
3afcef5d-7c9e-42a2-bbe7-f914235a682b,342_CEDINO_2,HOGAR,N/A,N/A
1f634276-918c-449a-bd95-765928ba8900,343_TUXTLA_1,HOGAR,N/A,N/A
daee8a2d-fa05-4e92-a957-2f9c52c5e402,343_TUXTLA_2,HOGAR,N/A,N/A
7cdae6f4-628c-4487-b051-c2af662066f2,344_VERACRUZ_1,HOGAR,N/A,N/A
1582e59c-4e8d-4e38-bea6-ca5d869e9923,344_VERACRUZ_2,HOGAR,N/A,N/A
ca3a5f22-958c-4969-8d95-a01cfcfef30b,345_MINATITLAN,HOGAR,N/A,N/A
6e2301af-efd2-4832-8ce8-723a07d1fca6,345_MINATITLAN_2,HOGAR,N/A,N/A
67c3443d-ae49-4f17-b5e4-a8b419e28e2d,346_VILLAHERMOSA,HOGAR,N/A,N/A
6bb0e183-be69-47d5-9db9-9e47ad55d0e0,351_COATZACOALCOS,HOGAR,N/A,N/A
d468c86f-7184-48b3-97bd-550ec21be2ba,352_CAMPECHE,HOGAR,N/A,N/A
c93ab3f2-7d1a-409d-aa3d-37cbf0748134,353_CEDIPO,HOGAR,N/A,N/A
457d2904-a33d-4fff-b6cd-45947f82a442,357_TLAXCALA,HOGAR,N/A,N/A
3f9f1947-dfa3-41d9-9b30-9c9e2a2a63c5,358_TUXTEPEC,HOGAR,N/A,N/A
8aac2303-dde0-4832-a469-c333f7a209fa,363_TIERRA_BLANCA,HOGAR,N/A,N/A
0d48bcc4-3f22-4e0f-937e-0edb99d62b4f,368_PLAYA_DEL_CARMEN,HOGAR,N/A,N/A
9c9ae7b1-7b4e-47e3-bf93-b19053979703,373_CANCUN,HOGAR,N/A,N/A
cd529b4b-a0e4-44f7-b165-ac61876b5027,373_CANCUN_2,HOGAR,N/A,N/A
74462e04-86df-485b-b396-49b2e57e8ea6,374_MERIDA,HOGAR,N/A,N/A
0a0ebe88-22a3-4ceb-9fd5-0638dd801f11,374_MERIDA_2,HOGAR,N/A,N/A
33487636-0114-406f-9827-cdbd21fe2a3d,374_MERIDA_3,HOGAR,N/A,N/A
dd64a662-92f3-4b0f-886d-39271c12dc9e,403_PUEBLA_1_BC,HOGAR,N/A,N/A
7571a196-6680-4dc4-acdf-6b997eb97cc0,405_NORTE_1_BC,HOGAR,N/A,N/A
52b6d77e-dbef-4c26-be3b-16b40b1681fe,405_NORTE_2_BC,HOGAR,N/A,N/A
6f3cea05-90dc-4f35-89ac-8581bf779ea5,406_CENTRO_1_BC,HOGAR,N/A,N/A
297c846f-a75c-47fa-a23b-a9865eab048f,413_SUR_1_BC,HOGAR,N/A,N/A
35c339b4-a927-47b1-a2b0-beb2c2c61f6f,501_CENTRO_FOCO_1,HOGAR,N/A,N/A
ec77e0f2-c0d5-46c3-b91b-1db5ece33f31,502_NORTE_FOCO_1,HOGAR,N/A,N/A
20c2842c-bfac-49c3-acce-feb3f3fb1471,600_WhatsApp_Centro_H,WHATSAPP,N/A,N/A
c22e135d-f3cc-443e-a233-9a608f3b71d9,600_WSP_CENTRO_1,WHATSAPP,N/A,N/A
a0549da6-03bd-47b9-8473-3da8b25d58df,600_WSP_CENTRO_2,WHATSAPP,N/A,N/A
172f67d1-7491-412f-a871-fa12a20faeb7,600_WSP_CENTRO_3,WHATSAPP,N/A,N/A
21c5076a-61cf-4596-bd93-2486c222f90b,601_WhatsApp_Metro_H,WHATSAPP,N/A,N/A
bc2f2b22-e96a-4180-bbb8-f6f8194449ae,601_WSP_METRO_1,WHATSAPP,N/A,N/A
40ddc42e-ce98-4e48-82ad-95680fc289a9,601_WSP_METRO_2,WHATSAPP,N/A,N/A
37563f06-a357-49ee-8706-91f4a421cf49,601_WSP_METRO_3,WHATSAPP,N/A,N/A
eb8c1b8c-3b94-4926-88f0-8219765a72b8,602_WhatsApp_Norte_H,WHATSAPP,N/A,N/A
d70b2229-e7e3-4b74-b0ee-67ce2d4a090e,602_WSP_NORTE_1,WHATSAPP,N/A,N/A
5227ead2-9a52-4ba4-bf66-27fd866ffb80,603_WhatsApp_Occidente_H,WHATSAPP,N/A,N/A
563ec10c-71ce-4b6c-8d19-8e47e4ee4344,603_WSP_OCCIDENTE_1,WHATSAPP,N/A,N/A
6a64f063-00e1-457b-97cb-3d90dd069191,603_WSP_OCCIDENTE_2,WHATSAPP,N/A,N/A
76af1fa9-18f8-4a60-93ac-ca4747694ecd,603_WSP_OCCIDENTE_3,WHATSAPP,N/A,N/A
f7158162-0210-405c-a2ba-ff2db6ac004a,603_WSP_OCCIDENTE_4,WHATSAPP,N/A,N/A
